Date,BRL=X,BTC-USD,ITUB3.SA,PETR4.SA,VALE3.SA,^BVSP,BRL=X %,BTC-USD %,ITUB3.SA %,PETR4.SA %,VALE3.SA %,^BVSP %,BRL=X V,BTC-USD V,ITUB3.SA V,PETR4.SA V,VALE3.SA V,^BVSP V
2022-09-19,5.250699996948242,19544.12890625,16.93518829345703,18.429941177368164,58.178192138671875,111824.0,0.0008768510150412023,0.006417415961943007,0.028256058215663016,0.01591925549558182,0.032380924014618895,0.023279648609077608,0.0,40177002624,997150.0,65559900.0,34136800.0,12594800.0
2022-09-20,5.170899868011475,18890.7890625,17.41510772705078,18.323856353759766,57.34424591064453,112517.0,-0.0151979981684629,-0.033428956945789956,0.028338594486083668,-0.005756112978736461,-0.014334344148054234,0.006197238517670733,0.0,36791346508,1811590.0,67798200.0,35289700.0,12570300.0
2022-09-21,5.141499996185303,18547.400390625,17.342395782470703,18.371007919311523,56.518558502197266,111936.0,-0.005685639361931338,-0.018177571658806957,-0.0041752222104911585,0.002573233747386494,-0.014398783964024497,-0.0051636641574162034,0.0,46363793975,641740.0,58812200.0,44482000.0,14726800.0
2022-09-22,5.170400142669678,19413.55078125,17.61143684387207,18.824831008911133,57.81489181518555,114070.0,0.005620956239583252,0.04669928789927913,0.015513488723011726,0.02470322214180487,0.022936418538308745,0.01906446540880502,0.0,41135767926,552530.0,69764300.0,34529500.0,15684400.0
2022-09-23,5.115499973297119,19297.638671875,17.36420249938965,17.646068572998047,56.617637634277344,111716.0,-0.01061816645862379,-0.005970680514919002,-0.014038283569602572,-0.0626174245790092,-0.020708404760756416,-0.020636451301832226,0.0,38896078052,600160.0,138630800.0,44160700.0,13542300.0
2022-09-24,,18937.01171875,,,,,0.0,-0.01868762076318642,0.0,0.0,0.0,0.0,,26149643168,,,,
2022-09-25,,18802.09765625,,,,,0.0,-0.007124358610731463,0.0,0.0,0.0,0.0,,23359966112,,,,
2022-09-26,5.258800029754639,19222.671875,16.927919387817383,17.262969970703125,56.741493225097656,109114.0,0.02801291314740406,0.022368473265013344,-0.02512543329229211,-0.02171013904372665,0.0021875796305801387,-0.023291202692541813,0.0,44148798321,322410.0,42934600.0,18503200.0,13127000.0
2022-09-27,5.389400005340576,19110.546875,16.884292602539062,17.486934661865234,55.89928436279297,108376.0,0.024834558235147686,-0.005832956039052206,-0.002577208945697018,0.012973705656801782,-0.014842909737387111,-0.006763568378026608,0.0,58571439619,690910.0,71087600.0,31646600.0,14517500.0
2022-09-28,5.3780999183654785,19426.720703125,16.797033309936523,17.251182556152344,56.42772674560547,108451.0,-0.002096724489535018,0.016544467837213528,-0.005168075125008054,-0.013481614146303667,0.009453473131835644,0.0006920351369306132,0.0,53071298734,943140.0,104670700.0,24371000.0,13540500.0
2022-09-29,5.374199867248535,19573.05078125,17.044261932373047,17.274757385253906,56.502044677734375,107664.0,-0.0007251726773660483,0.007532412719634118,0.014718588567081747,0.0013665630761732217,0.001317046360275187,-0.007256733455662023,0.0,41037843771,1157530.0,87536500.0,34889700.0,14588500.0
2022-09-30,5.396200180053711,19431.7890625,17.102434158325195,17.563554763793945,59.48279571533203,110037.0,0.004093690846752818,-0.0072171538473359,0.003413009385971666,0.016717883331117678,0.05275474639189959,0.02204079358002664,0.0,43975248085,827200.0,121637100.0,55575000.0,16536300.0
2022-10-01,,19312.095703125,,,,,0.0,-0.0061596674907298254,0.0,0.0,0.0,0.0,,18719537670,,,,
2022-10-02,,19044.107421875,,,,,0.0,-0.013876706359042923,0.0,0.0,0.0,0.0,,20765955327,,,,
2022-10-03,5.414299964904785,19623.580078125,18.01169204711914,18.96628189086914,61.10114669799805,116134.0,0.003354172241047948,0.030427924155919772,0.05316540793997637,0.07986578719057613,0.027207043031584943,0.05540863527722495,0.0,30484729489,1587850.0,179694100.0,42688100.0,20982900.0
2022-10-04,5.16349983215332,20336.84375,18.113574981689453,18.48888397216797,62.57913589477539,116230.0,-0.04632180233402994,0.036347275524413414,0.005656488813143401,-0.025170875422399153,0.02418922191563011,0.0008266313052163188,0.0,35887278685,959310.0,115917200.0,41717500.0,16078700.0
2022-10-05,5.17579984664917,20160.716796875,18.113574981689453,19.184350967407227,63.54518508911133,117198.0,0.002382108046030451,-0.008660486125090072,0.0,0.03761541238974564,0.015437240871467361,0.008328314548739613,0.0,33223790572,372020.0,92893700.0,42621400.0,13555200.0
