geo,year,oil_consumption_barrels
other_middle_east,2009,800.94866
total_middle_east,2009,7410.98339
algeria,2009,326.52504
egypt,2009,714.66693
morocco,2009,234.67941
south_africa,2009,502.0199
eastern_africa,2009,402.01625
middle_africa,2009,185.62517
western_africa,2009,506.05557
other_northern_africa,2009,384.11871
other_southern_africa,2009,44.31505
total_africa,2009,3300.02203
australia,2009,909.60147
bangladesh,2009,73.19884
china,2009,8165.96282
china_hong_kong_sar,2009,331.59321
india,2009,3257.22876
indonesia,2009,1340.26314
japan,2009,4516.4471
malaysia,2009,677.80143
new_zealand,2009,146.9681
pakistan,2009,414.95906
philippines,2009,295.86849
singapore,2009,1047.97175
south_korea,2009,2309.4944
sri_lanka,2009,90.91413
taiwan,2009,975.45962
thailand,2009,985.04822
vietnam,2009,313.08897
other_asia_pacific,2009,276.87779
total_asia_pacific,2009,26128.74729
total_world,2009,84047.69046
canada,2010,2396.03015
mexico,2010,2176.22832
united_states,2010,18321.79437
total_north_america,2010,22894.05284
argentina,2010,577.27029
brazil,2010,2357.43215
chile,2010,325.22255
colombia,2010,283.37848
ecuador,2010,220.33254
peru,2010,184.00532
trinidad_tobago,2010,44.35601
venezuela,2010,755.81588
central_america,2010,349.88008
other_caribbean,2010,694.38833
other_south_america,2010,176.13204
total_south_central_america,2010,5968.21365
austria,2010,265.48564
belgium,2010,643.945
bulgaria,2010,85.35135
croatia,2010,76.33794
cyprus,2010,55.45852
czech_republic,2010,188.52392
denmark,2010,174.04378
estonia,2010,27.55596
finland,2010,206.45779
france,2010,1704.59612
germany,2010,2372.84466
greece,2010,365.88523
hungary,2010,141.85103
iceland,2010,14.54334
ireland,2010,154.91777
italy,2010,1545.93049
latvia,2010,36.25085
lithuania,2010,54.66721
luxembourg,2010,59.02832
netherlands,2010,1006.59188
north_macedonia,2010,19.04703
norway,2010,224.2563
poland,2010,563.95274
portugal,2010,263.34422
romania,2010,176.31208
slovakia,2010,79.58189
slovenia,2010,54.23564
spain,2010,1355.22353
sweden,2010,326.29359
switzerland,2010,257.84661
turkey,2010,679.62156
ukraine,2010,292.6637
united_kingdom,2010,1598.17414
other_europe,2010,311.47338
total_europe,2010,15382.2932
azerbaijan,2010,68.47385
belarus,2010,157.87627
kazakhstan,2010,198.26529
russian_federation,2010,2879.30569
turkmenistan,2010,113.64178
uzbekistan,2010,97.6094
other_cis,2010,63.29934
total_cis,2010,3578.47162
iran,2010,1754.20024
iraq,2010,548.44837
israel,2010,221.97268
kuwait,2010,501.63843
oman,2010,129.56997
qatar,2010,188.0108
saudi_arabia,2010,3169.47501
united_arab_emirates,2010,654.1251
other_middle_east,2010,746.24395
total_middle_east,2010,7913.68455
algeria,2010,329.38356
egypt,2010,736.41173
morocco,2010,258.25456
south_africa,2010,527.90845
eastern_africa,2010,427.89202
middle_africa,2010,195.93819
western_africa,2010,550.28784
other_northern_africa,2010,391.73973
other_southern_africa,2010,43.53274
total_africa,2010,3461.34882
australia,2010,934.98425
bangladesh,2010,81.32525
china,2010,9307.17648
china_hong_kong_sar,2010,358.98274
india,2010,3337.24774
indonesia,2010,1424.82532
japan,2010,4553.3845
malaysia,2010,691.83342
new_zealand,2010,147.83929
pakistan,2010,411.20308
philippines,2010,307.14795
singapore,2010,1145.3841
south_korea,2010,2360.65138
sri_lanka,2010,91.52609
taiwan,2010,1015.95483
thailand,2010,1022.14126
vietnam,2010,354.94789
other_asia_pacific,2010,316.96638
total_asia_pacific,2010,27863.52194
total_world,2010,87061.58661
canada,2011,2405.09609
mexico,2011,2198.75923
united_states,2011,17992.6221
total_north_america,2011,22596.47742
argentina,2011,605.89302
brazil,2011,2475.46149
chile,2011,336.56374
colombia,2011,298.41365
ecuador,2011,226.05108
peru,2011,203.78397
trinidad_tobago,2011,43.42983
venezuela,2011,785.99242
central_america,2011,357.4269
other_caribbean,2011,683.47665
other_south_america,2011,188.72223
total_south_central_america,2011,6205.21498
austria,2011,249.80337
belgium,2011,605.31785
bulgaria,2011,81.24308
croatia,2011,72.47364
cyprus,2011,54.62521
czech_republic,2011,191.25836
denmark,2011,166.06604
estonia,2011,26.98194
finland,2011,201.59358
france,2011,1676.663
germany,2011,2293.59896
greece,2011,349.51764
hungary,2011,138.67892
iceland,2011,14.35758
ireland,2011,144.94034
italy,2011,1497.52643
latvia,2011,33.45294
lithuania,2011,52.93378
luxembourg,2011,60.21977
netherlands,2011,1001.36026
north_macedonia,2011,19.73348
norway,2011,218.25115
poland,2011,556.0383
portugal,2011,247.28546
romania,2011,185.30526
slovakia,2011,78.23211
slovenia,2011,53.96726
spain,2011,1289.38002
sweden,2011,304.75379
switzerland,2011,239.07649
turkey,2011,653.68482
ukraine,2011,290.81041
united_kingdom,2011,1552.4922
other_europe,2011,312.91712
total_europe,2011,14914.54055
azerbaijan,2011,89.21262
belarus,2011,173.8857
kazakhstan,2011,261.53165
russian_federation,2011,3094.04297
turkmenistan,2011,108.36713
uzbekistan,2011,93.05521
other_cis,2011,65.06118
total_cis,2011,3885.15644
iran,2011,1765.02543
iraq,2011,586.16255
israel,2011,233.1975
kuwait,2011,480.61896
oman,2011,143.07019
qatar,2011,246.31131
saudi_arabia,2011,3295.55666
united_arab_emirates,2011,723.0143
other_middle_east,2011,745.80248
total_middle_east,2011,8218.75939
algeria,2011,349.47178
egypt,2011,744.99997
morocco,2011,274.77784
south_africa,2011,534.57174
eastern_africa,2011,447.29127
middle_africa,2011,208.77328
western_africa,2011,606.43438
other_northern_africa,2011,263.29284
other_southern_africa,2011,44.95322
total_africa,2011,3474.56633
australia,2011,979.61919
bangladesh,2011,102.12633
china,2011,9629.79793
china_hong_kong_sar,2011,360.27195
india,2011,3503.27526
indonesia,2011,1534.59119
japan,2011,4538.03986
malaysia,2011,699.88048
new_zealand,2011,151.18925
pakistan,2011,414.274
philippines,2011,292.23836
singapore,2011,1197.39967
south_korea,2011,2388.11315
sri_lanka,2011,101.66495
taiwan,2011,946.98562
thailand,2011,1062.10116
vietnam,2011,358.0226
other_asia_pacific,2011,333.5895
total_asia_pacific,2011,28593.18046
total_world,2011,87887.89558
canada,2012,2413.92088
mexico,2012,2227.67945
united_states,2012,17581.03486
total_north_america,2012,22222.63519
argentina,2012,646.70169
brazil,2012,2603.15768
chile,2012,349.93689
colombia,2012,316.66931
ecuador,2012,232.88547
peru,2012,204.07205
trinidad_tobago,2012,39.71966
venezuela,2012,851.96157
central_america,2012,363.90231
other_caribbean,2012,644.78855
other_south_america,2012,191.56611
total_south_central_america,2012,6445.36128
austria,2012,245.46019
belgium,2012,585.44106
bulgaria,2012,84.28066
croatia,2012,64.99183
cyprus,2012,51.06093
czech_republic,2012,188.98702
denmark,2012,153.6223
estonia,2012,31.70741
finland,2012,193.94297
france,2012,1618.37793
germany,2012,2276.32544
greece,2012,304.67142
hungary,2012,129.05545
iceland,2012,14.17989
ireland,2012,136.51682
italy,2012,1393.10566
latvia,2012,33.45031
lithuania,2012,53.26284
luxembourg,2012,57.95023
netherlands,2012,981.34565
north_macedonia,2012,18.97324
norway,2012,217.46255
poland,2012,531.92383
portugal,2012,223.07859
romania,2012,187.16265
slovakia,2012,72.23727
slovenia,2012,52.64292
spain,2012,1185.79553
sweden,2012,290.19441
switzerland,2012,242.94974
turkey,2012,684.49536
ukraine,2012,286.60179
united_kingdom,2012,1508.3521
other_europe,2012,293.2413
total_europe,2012,14392.84729
azerbaijan,2012,92.81017
belarus,2012,213.08385
kazakhstan,2012,280.12424
russian_federation,2012,3184.06042
turkmenistan,2012,152.80063
uzbekistan,2012,94.4232
other_cis,2012,72.53408
total_cis,2012,4089.8366
iran,2012,1798.65858
iraq,2012,642.11728
israel,2012,273.70326
kuwait,2012,476.31953
oman,2012,154.54087
qatar,2012,261.86292
saudi_arabia,2012,3466.79275
united_arab_emirates,2012,765.66091
other_middle_east,2012,686.8457
total_middle_east,2012,8526.50182
algeria,2012,369.84074
egypt,2012,757.75358
morocco,2012,277.00985
south_africa,2012,544.50542
eastern_africa,2012,483.58645
middle_africa,2012,239.29717
western_africa,2012,671.10598
other_northern_africa,2012,331.25894
other_southern_africa,2012,46.72848
total_africa,2012,3721.0866
australia,2012,1000.68643
bangladesh,2012,114.8874
china,2012,10060.58589
china_hong_kong_sar,2012,344.19825
india,2012,3701.71517
indonesia,2012,1616.25596
japan,2012,4779.04706
malaysia,2012,761.15668
new_zealand,2012,148.92919
pakistan,2012,402.28812
philippines,2012,302.37705
singapore,2012,1197.72959
south_korea,2012,2465.66596
sri_lanka,2012,108.70026
taiwan,2012,932.25149
thailand,2012,1093.03951
vietnam,2012,353.96332
other_asia_pacific,2012,337.25346
total_asia_pacific,2012,29720.73081
total_world,2012,89118.99959
canada,2013,2422.1882
mexico,2013,2168.19327
united_states,2013,17991.99836
total_north_america,2013,22582.37982
argentina,2013,765.11977
brazil,2013,2697.72623
chile,2013,348.44408
colombia,2013,335.32268
ecuador,2013,247.3288
peru,2013,215.36804
trinidad_tobago,2013,42.55863
venezuela,2013,868.96763
central_america,2013,370.84916
other_caribbean,2013,610.82929
other_south_america,2013,197.50723
total_south_central_america,2013,6700.02154
austria,2013,251.38909
belgium,2013,603.40008
bulgaria,2013,79.00474
croatia,2013,63.04919
cyprus,2013,45.67816
czech_republic,2013,180.91412
denmark,2013,150.4213
estonia,2013,31.18887
finland,2013,207.54309
france,2013,1605.7686
germany,2013,2336.15775
greece,2013,282.01048
hungary,2013,127.77876
iceland,2013,14.85051
ireland,2013,138.83907
italy,2013,1260.62654
latvia,2013,34.00734
lithuania,2013,51.96945
luxembourg,2013,57.11082
netherlands,2013,944.49888
north_macedonia,2013,18.75059
norway,2013,221.4862
poland,2013,500.30819
portugal,2013,232.00516
romania,2013,176.93507
slovakia,2013,72.65455
slovenia,2013,49.82948
spain,2013,1153.36158
sweden,2013,286.41643
switzerland,2013,247.24606
turkey,2013,733.54351
ukraine,2013,273.98214
united_kingdom,2013,1500.66053
other_europe,2013,298.57743
total_europe,2013,14231.96374
azerbaijan,2013,101.39847
belarus,2013,159.24781
kazakhstan,2013,285.1295
russian_federation,2013,3218.17704
turkmenistan,2013,137.4207
uzbekistan,2013,89.12888
other_cis,2013,76.3422
total_cis,2013,4066.8446
iran,2013,1933.25383
iraq,2013,706.20593
israel,2013,212.2794
kuwait,2013,511.79216
oman,2013,176.23485
qatar,2013,304.79686
saudi_arabia,2013,3468.26042
united_arab_emirates,2013,847.04921
other_middle_east,2013,647.30693
total_middle_east,2013,8807.17959
algeria,2013,387.40578
egypt,2013,767.41575
morocco,2013,281.97523
south_africa,2013,555.33112
eastern_africa,2013,513.51043
middle_africa,2013,272.46348
western_africa,2013,730.01369
other_northern_africa,2013,347.0392
other_southern_africa,2013,49.39642
total_africa,2013,3904.55111
australia,2013,1031.09301
bangladesh,2013,116.84655
china,2013,10563.37766
china_hong_kong_sar,2013,351.11769
india,2013,3743.19177
indonesia,2013,1576.24363
japan,2013,4606.37258
malaysia,2013,806.09716
new_zealand,2013,151.13217
pakistan,2013,441.90359
philippines,2013,318.20165
singapore,2013,1201.05292
south_korea,2013,2476.42192
sri_lanka,2013,94.33432
taiwan,2013,964.74664
thailand,2013,1152.39554
vietnam,2013,366.71625
other_asia_pacific,2013,354.69525
total_asia_pacific,2013,30315.9403
total_world,2013,90608.8807
canada,2014,2410.73729
mexico,2014,2087.18464
united_states,2014,18111.09266
total_north_america,2014,22609.01459
argentina,2014,710.72861
brazil,2014,2770.07636
chile,2014,347.293
colombia,2014,356.06991
ecuador,2014,260.21353
peru,2014,212.90707
trinidad_tobago,2014,40.43704
venezuela,2014,809.16379
central_america,2014,382.70255
other_caribbean,2014,619.4445
other_south_america,2014,197.90713
total_south_central_america,2014,6706.94349
austria,2014,244.32576
belgium,2014,596.84332
bulgaria,2014,85.34096
croatia,2014,65.40538
cyprus,2014,45.4734
czech_republic,2014,191.54357
denmark,2014,150.07299
estonia,2014,29.14491
finland,2014,196.60601
france,2014,1553.12365
germany,2014,2272.66548
greece,2014,280.60104
hungary,2014,141.8819
iceland,2014,15.55846
ireland,2014,137.72125
italy,2014,1286.0351
latvia,2014,34.13202
lithuania,2014,51.15934
luxembourg,2014,55.08733
netherlands,2014,934.45574
north_macedonia,2014,18.70048
norway,2014,216.43019
poland,2014,500.98238
portugal,2014,231.62086
romania,2014,181.35808
slovakia,2014,67.72964
slovenia,2014,49.16074
spain,2014,1158.56051
sweden,2014,281.70404
switzerland,2014,224.73713
turkey,2014,754.7331
ukraine,2014,243.50588
united_kingdom,2014,1501.05303
other_europe,2014,293.87189
total_europe,2014,14091.32555
azerbaijan,2014,100.19333
belarus,2014,163.32951
kazakhstan,2014,294.28154
russian_federation,2014,3364.8903
turkmenistan,2014,153.99488
uzbekistan,2014,90.76304
other_cis,2014,75.98619
total_cis,2014,4243.43879
iran,2014,1807.29796
iraq,2014,689.32172
israel,2014,199.36973
kuwait,2014,494.17224
oman,2014,182.21737
qatar,2014,314.93526
saudi_arabia,2014,3788.58205
united_arab_emirates,2014,881.21399
other_middle_east,2014,681.32433
total_middle_east,2014,9038.43466
algeria,2014,400.60595
egypt,2014,800.52499
morocco,2014,272.03211
south_africa,2014,548.89968
eastern_africa,2014,536.15753
middle_africa,2014,286.5024
western_africa,2014,737.38047
other_northern_africa,2014,357.36123
other_southern_africa,2014,50.62634
total_africa,2014,3990.09069
australia,2014,1025.14761
bangladesh,2014,128.49185
china,2014,11017.88503
china_hong_kong_sar,2014,334.74589
india,2014,3864.64852
indonesia,2014,1576.42772
japan,2014,4380.46174
malaysia,2014,803.40902
new_zealand,2014,154.03646
pakistan,2014,457.94738
philippines,2014,337.9912
singapore,2014,1229.37102
south_korea,2014,2473.07397
sri_lanka,2014,107.53121
taiwan,2014,994.58288
thailand,2014,1168.95213
vietnam,2014,384.72956
other_asia_pacific,2014,369.02981
total_asia_pacific,2014,30808.463
total_world,2014,91487.71077
canada,2015,2435.41748
mexico,2015,2037.82602
united_states,2015,18499.20849
total_north_america,2015,22972.45199
argentina,2015,724.82257
brazil,2015,2622.37552
chile,2015,339.81852
colombia,2015,358.30468
ecuador,2015,253.942
peru,2015,227.00816
trinidad_tobago,2015,43.91968
venezuela,2015,711.26356
central_america,2015,420.68141
other_caribbean,2015,650.11902
other_south_america,2015,202.55239
total_south_central_america,2015,6554.80751
austria,2015,246.8639
belgium,2015,612.50604
bulgaria,2015,94.77882
croatia,2015,67.9052
cyprus,2015,46.46548
czech_republic,2015,184.10544
denmark,2015,152.9023
estonia,2015,29.31085
finland,2015,196.49142
france,2015,1579.34631
germany,2015,2269.1286
greece,2015,293.62912
hungary,2015,152.60387
iceland,2015,16.9688
ireland,2015,142.62228
italy,2015,1303.034
latvia,2015,35.9637
lithuania,2015,55.82381
luxembourg,2015,54.14691
netherlands,2015,914.51887
north_macedonia,2015,20.12917
norway,2015,221.31066
poland,2015,528.14899
portugal,2015,235.54948
romania,2015,184.30912
slovakia,2015,73.87205
slovenia,2015,48.55436
spain,2015,1201.62797
sweden,2015,276.577
switzerland,2015,226.57722
turkey,2015,883.79085
ukraine,2015,214.74257
united_kingdom,2015,1525.74028
other_europe,2015,304.56937
total_europe,2015,14394.61482
azerbaijan,2015,100.3201
belarus,2015,137.31915
kazakhstan,2015,273.88639
russian_federation,2015,3276.7291
turkmenistan,2015,127.44018
uzbekistan,2015,92.35329
other_cis,2015,80.20096
total_cis,2015,4088.24916
iran,2015,1604.45287
iraq,2015,684.12951
israel,2015,211.00702
kuwait,2015,502.87718
oman,2015,186.34727
qatar,2015,357.44589
saudi_arabia,2015,3964.21982
united_arab_emirates,2015,912.45611
other_middle_east,2015,584.31547
total_middle_east,2015,9007.25113
algeria,2015,424.97614
egypt,2015,816.93405
morocco,2015,268.31945
south_africa,2015,599.75218
eastern_africa,2015,580.06426
middle_africa,2015,280.99279
western_africa,2015,771.3638
other_northern_africa,2015,317.53573
other_southern_africa,2015,53.92769
total_africa,2015,4113.86609
australia,2015,1015.53881
bangladesh,2015,155.39699
china,2015,11889.78001
china_hong_kong_sar,2015,366.60989
india,2015,4180.58942
indonesia,2015,1510.05891
japan,2015,4233.86047
malaysia,2015,753.66161
new_zealand,2015,160.13835
pakistan,2015,505.30065
philippines,2015,386.27076
singapore,2015,1290.69854
south_korea,2015,2585.67671
sri_lanka,2015,104.85442
taiwan,2015,1019.9213
thailand,2015,1170.93331
vietnam,2015,449.61344
other_asia_pacific,2015,437.18307
total_asia_pacific,2015,32216.08666
total_world,2015,93347.32738
canada,2016,2427.08777
mexico,2016,2085.12411
united_states,2016,18592.69487
total_north_america,2016,23104.90675
argentina,2016,706.95108
brazil,2016,2489.23108
chile,2016,358.58271
colombia,2016,399.87116
ecuador,2016,239.37498
peru,2016,240.80726
trinidad_tobago,2016,44.98706
venezuela,2016,627.85819
central_america,2016,437.05337
other_caribbean,2016,667.39838
other_south_america,2016,212.70816
total_south_central_america,2016,6424.82342
austria,2016,252.86867
belgium,2016,615.28919
bulgaria,2016,96.80533
croatia,2016,68.20887
cyprus,2016,50.52567
czech_republic,2016,172.06949
denmark,2016,153.04366
estonia,2016,28.71658
finland,2016,206.16512
france,2016,1547.00945
germany,2016,2310.40029
greece,2016,293.3305
hungary,2016,150.30879
iceland,2016,18.71678
ireland,2016,149.5155
italy,2016,1276.31543
latvia,2016,37.17551
lithuania,2016,61.04847
luxembourg,2016,53.95885
netherlands,2016,932.24436
north_macedonia,2016,22.63958
norway,2016,214.65225
poland,2016,576.03421
portugal,2016,239.08782
romania,2016,193.15675
slovakia,2016,76.74533
slovenia,2016,51.71331
spain,2016,1233.11008
sweden,2016,288.41887
switzerland,2016,213.82011
turkey,2016,940.28049
ukraine,2016,228.15317
united_kingdom,2016,1568.24668
other_europe,2016,324.38061
total_europe,2016,14644.15574
azerbaijan,2016,98.57206
belarus,2016,146.95646
kazakhstan,2016,279.07666
russian_federation,2016,3327.86402
turkmenistan,2016,177.00121
uzbekistan,2016,108.28082
other_cis,2016,87.15461
total_cis,2016,4224.90584
iran,2016,1658.58881
iraq,2016,688.34241
israel,2016,216.09614
kuwait,2016,480.48996
oman,2016,189.63936
qatar,2016,374.83377
saudi_arabia,2016,4099.72405
united_arab_emirates,2016,994.57131
other_middle_east,2016,539.79001
total_middle_east,2016,9242.07583
algeria,2016,412.41369
egypt,2016,843.3797
morocco,2016,275.26872
south_africa,2016,577.09077
eastern_africa,2016,598.81519
middle_africa,2016,258.59008
western_africa,2016,784.78688
other_northern_africa,2016,297.05486
other_southern_africa,2016,54.39955
total_africa,2016,4101.79944
australia,2016,1017.21355
bangladesh,2016,160.20235
china,2016,12297.4602
china_hong_kong_sar,2016,379.27054
india,2016,4573.9162
indonesia,2016,1458.74072
japan,2016,4103.35188
malaysia,2016,837.95858
new_zealand,2016,165.44093
pakistan,2016,566.0165
philippines,2016,415.38949
singapore,2016,1359.91386
south_korea,2016,2811.27202
sri_lanka,2016,127.35811
taiwan,2016,1021.0737
thailand,2016,1197.06106
vietnam,2016,488.13551
other_asia_pacific,2016,419.76518
total_asia_pacific,2016,33399.54037
total_world,2016,95142.2074
canada,2017,2394.91006
mexico,2017,2038.03387
united_states,2017,18845.18869
total_north_america,2017,23278.13263
argentina,2017,687.73035
brazil,2017,2516.26524
chile,2017,365.87629
colombia,2017,398.28113
ecuador,2017,236.46947
peru,2017,245.79699
trinidad_tobago,2017,40.29226
venezuela,2017,547.50316
central_america,2017,453.16564
other_caribbean,2017,662.59646
other_south_america,2017,217.02988
total_south_central_america,2017,6371.00686
austria,2017,253.94329
belgium,2017,620.35305
bulgaria,2017,101.56524
croatia,2017,72.90004
cyprus,2017,52.33847
czech_republic,2017,205.38655
denmark,2017,152.79418
estonia,2017,30.05158
finland,2017,199.87019
france,2017,1576.77975
germany,2017,2467.64155
greece,2017,297.73277
hungary,2017,163.68637
iceland,2017,20.94182
ireland,2017,148.84736
italy,2017,1286.04057
latvia,2017,37.82158
lithuania,2017,62.90052
luxembourg,2017,56.66551
netherlands,2017,938.79517
north_macedonia,2017,21.59872
norway,2017,216.95864
poland,2017,650.44402
portugal,2017,240.23675
romania,2017,204.06914
slovakia,2017,86.06644
slovenia,2017,53.05326
spain,2017,1243.13693
sweden,2017,294.09687
switzerland,2017,219.53592
turkey,2017,1014.18928
ukraine,2017,229.79292
united_kingdom,2017,1589.85492
other_europe,2017,341.0296
total_europe,2017,15151.11896
azerbaijan,2017,100.15606
belarus,2017,146.77301
kazakhstan,2017,283.44814
russian_federation,2017,3334.1248
turkmenistan,2017,140.88879
uzbekistan,2017,109.5074
other_cis,2017,84.03972
total_cis,2017,4198.93791
iran,2017,1705.77413
iraq,2017,828.01203
israel,2017,226.31326
kuwait,2017,488.70356
oman,2017,208.29366
qatar,2017,340.80808
saudi_arabia,2017,4052.03407
united_arab_emirates,2017,984.15107
other_middle_east,2017,575.51345
total_middle_east,2017,9409.60331
algeria,2017,407.74049
egypt,2017,808.66112
morocco,2017,290.95164
south_africa,2017,579.08015
eastern_africa,2017,640.53086
middle_africa,2017,249.05854
western_africa,2017,827.88996
other_northern_africa,2017,329.67023
other_southern_africa,2017,53.29204
total_africa,2017,4186.87504
australia,2017,1063.32878
bangladesh,2017,180.787
china,2017,13002.55649
china_hong_kong_sar,2017,426.89452
india,2017,4754.37426
indonesia,2017,1569.72616
japan,2017,4082.61103
malaysia,2017,797.02053
new_zealand,2017,173.94657
pakistan,2017,588.61597
philippines,2017,446.4593
singapore,2017,1383.66559
south_korea,2017,2804.22192
sri_lanka,2017,137.81051
taiwan,2017,1012.45762
thailand,2017,1242.89668
vietnam,2017,531.04394
other_asia_pacific,2017,440.09323
total_asia_pacific,2017,34638.51009
total_world,2017,97234.1848
canada,2018,2466.4433
mexico,2018,1918.17685
united_states,2018,19416.58825
total_north_america,2018,23801.2084
argentina,2018,654.33772
brazil,2018,2388.86378
chile,2018,379.09889
colombia,2018,414.00249
ecuador,2018,254.68937
peru,2018,254.01817
trinidad_tobago,2018,34.41376
venezuela,2018,425.10178
central_america,2018,450.59247
other_caribbean,2018,669.15681
other_south_america,2018,225.35064
total_south_central_america,2018,6149.62588
austria,2018,259.15862
belgium,2018,667.71104
bulgaria,2018,100.85731
croatia,2018,70.75579
cyprus,2018,51.69584
czech_republic,2018,206.72345
denmark,2018,154.32551
estonia,2018,29.81755
finland,2018,199.86047
france,2018,1538.26644
germany,2018,2336.86916
greece,2018,294.35376
hungary,2018,174.81548
iceland,2018,22.60279
ireland,2018,154.53514
italy,2018,1314.44432
latvia,2018,34.28706
lithuania,2018,66.83433
luxembourg,2018,59.97377
netherlands,2018,917.41152
north_macedonia,2018,22.53197
norway,2018,225.64141
poland,2018,666.90423
portugal,2018,230.89486
romania,2018,204.3262
slovakia,2018,87.37192
slovenia,2018,54.48683
spain,2018,1262.11347
sweden,2018,261.47176
switzerland,2018,211.01779
turkey,2018,1018.44125
ukraine,2018,239.8917
united_kingdom,2018,1563.01804
other_europe,2018,337.92125
total_europe,2018,15041.33204
azerbaijan,2018,113.60797
belarus,2018,170.7302
kazakhstan,2018,303.70023
russian_federation,2018,3359.96764
turkmenistan,2018,151.26386
uzbekistan,2018,115.67567
other_cis,2018,95.86372
total_cis,2018,4310.80929
iran,2018,1771.61862
iraq,2018,814.48103
israel,2018,228.92972
kuwait,2018,511.39315
oman,2018,223.99348
qatar,2018,350.59598
saudi_arabia,2018,3870.59895
united_arab_emirates,2018,984.08437
other_middle_east,2018,602.47178
total_middle_east,2018,9358.16706
algeria,2018,413.41959
egypt,2018,727.48397
morocco,2018,286.74463
south_africa,2018,562.69298
eastern_africa,2018,672.94359
middle_africa,2018,250.93005
western_africa,2018,878.05614
other_northern_africa,2018,334.43851
other_southern_africa,2018,58.03018
total_africa,2018,4184.73965
australia,2018,1076.23711
bangladesh,2018,207.68543
china,2018,13641.41357
china_hong_kong_sar,2018,433.4668
india,2018,5004.38273
indonesia,2018,1620.75631
japan,2018,3941.2148
malaysia,2018,805.53601
new_zealand,2018,174.65205
pakistan,2018,502.61694
philippines,2018,457.04454
singapore,2018,1414.62441
south_korea,2018,2799.51233
sri_lanka,2018,137.86119
taiwan,2018,1008.89335
thailand,2018,1271.55346
vietnam,2018,580.04543
other_asia_pacific,2018,525.71837
total_asia_pacific,2018,35603.21483
total_world,2018,98449.09716
canada,2019,2474.92872
mexico,2019,1817.56396
united_states,2019,19423.62525
total_north_america,2019,23716.11794
argentina,2019,569.837
brazil,2019,2417.35551
chile,2019,378.11527
colombia,2019,414.45219
ecuador,2019,248.53153
peru,2019,262.13641
trinidad_tobago,2019,35.39206
venezuela,2019,411.15811
central_america,2019,487.91152
other_caribbean,2019,623.24397
other_south_america,2019,231.09528
total_south_central_america,2019,6079.22885
austria,2019,265.47616
belgium,2019,627.69388
bulgaria,2019,105.24918
croatia,2019,69.15174
cyprus,2019,51.55305
czech_republic,2019,209.46296
denmark,2019,189.27033
estonia,2019,26.79314
finland,2019,198.67458
france,2019,1528.37352
germany,2019,2362.06989
greece,2019,303.57815
hungary,2019,176.25526
iceland,2019,19.21434
ireland,2019,154.32225
italy,2019,1288.57849
latvia,2019,38.8826
lithuania,2019,66.91186
luxembourg,2019,60.64416
netherlands,2019,886.63845
north_macedonia,2019,22.56316
norway,2019,215.49019
poland,2019,682.87512
portugal,2019,247.24233
romania,2019,215.11054
slovakia,2019,82.66841
slovenia,2019,52.02609
spain,2019,1264.75479
sweden,2019,266.23646
switzerland,2019,216.33344
turkey,2019,1025.32848
ukraine,2019,239.35168
united_kingdom,2019,1515.31483
other_europe,2019,349.96879
total_europe,2019,15024.05831
azerbaijan,2019,115.1834
belarus,2019,174.38218
kazakhstan,2019,306.58985
russian_federation,2019,3424.92008
turkmenistan,2019,139.70943
uzbekistan,2019,122.7668
other_cis,2019,88.08174
total_cis,2019,4371.63348
iran,2019,1857.53072
iraq,2019,799.08532
israel,2019,231.43843
kuwait,2019,493.07089
oman,2019,217.2618
qatar,2019,372.35674
saudi_arabia,2019,3632.11993
united_arab_emirates,2019,962.48999
other_middle_east,2019,590.12765
total_middle_east,2019,9155.48147
algeria,2019,430.20116
egypt,2019,691.65321
morocco,2019,292.65263
south_africa,2019,553.62962
eastern_africa,2019,704.53033
middle_africa,2019,266.42652
western_africa,2019,920.93952
other_northern_africa,2019,326.18776
other_southern_africa,2019,56.42113
total_africa,2019,4242.64188
australia,2019,1064.39091
bangladesh,2019,203.66534
china,2019,14315.64549
china_hong_kong_sar,2019,407.1501
india,2019,5179.45153
indonesia,2019,1587.04124
japan,2019,3846.32912
malaysia,2019,868.10338
new_zealand,2019,178.62257
pakistan,2019,458.18774
philippines,2019,465.07671
singapore,2019,1389.30026
south_korea,2019,2788.94521
sri_lanka,2019,143.81225
taiwan,2019,951.54899
thailand,2019,1284.70679
vietnam,2019,614.36924
other_asia_pacific,2019,562.66187
total_asia_pacific,2019,36309.00873
total_world,2019,98898.17065
canada,2020,2171.34793
mexico,2020,1602.03607
united_states,2020,17183.31935
total_north_america,2020,20956.70335
argentina,2020,506.58582
brazil,2020,2268.23089
chile,2020,345.54018
colombia,2020,345.48235
ecuador,2020,202.67005
peru,2020,201.14044
trinidad_tobago,2020,30.29518
venezuela,2020,229.71183
central_america,2020,387.854
other_caribbean,2020,537.11382
other_south_america,2020,207.40991
total_south_central_america,2020,5262.03448
austria,2020,229.82137
belgium,2020,541.15047
bulgaria,2020,94.80478
croatia,2020,58.95946
cyprus,2020,43.75853
czech_republic,2020,181.03331
denmark,2020,156.36826
estonia,2020,27.10363
finland,2020,178.40563
france,2020,1288.11465
germany,2020,2132.2176
greece,2020,245.69957
hungary,2020,160.68311
iceland,2020,12.58541
ireland,2020,129.8817
italy,2020,1058.58344
latvia,2020,34.03807
lithuania,2020,62.43908
luxembourg,2020,49.125
